stars,text,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_final,polarity_score,polarity
5,"Bisa ke stasiun naik trans banyumas, lewat pintu barat. Mantap🤠",Bisa ke stasiun naik trans banyumas lewat pintu barat Mantap,bisa ke stasiun naik trans banyumas lewat pintu barat mantap,bisa ke stasiun naik trans banyumas lewat pintu barat mantap,"['bisa', 'ke', 'stasiun', 'naik', 'trans', 'banyumas', 'lewat', 'pintu', 'barat', 'mantap']","['stasiun', 'trans', 'banyumas', 'pintu', 'barat', 'mantap']",stasiun trans banyumas pintu barat mantap,5,positive
5,Sangat bagus,Sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],bagus,2,positive
5,"Tempat bis trans banyumas ke ajibarang, tiket yg sangat murah banget, semoga bisa di fasilitasi selain uang elektronik/qr code biar bisa membantu perjalanan warga",Tempat bis trans banyumas ke ajibarang tiket yg sangat murah banget semoga bisa di fasilitasi selain uang elektronikqr code biar bisa membantu perjalanan warga,tempat bis trans banyumas ke ajibarang tiket yg sangat murah banget semoga bisa di fasilitasi selain uang elektronikqr code biar bisa membantu perjalanan warga,tempat bis trans banyumas ke ajibarang tiket yang sangat murah  sekali semoga bisa di fasilitasi selain uang elektronikqr code biar bisa membantu perjalanan warga,"['tempat', 'bis', 'trans', 'banyumas', 'ke', 'ajibarang', 'tiket', 'yang', 'sangat', 'murah', 'sekali', 'semoga', 'bisa', 'di', 'fasilitasi', 'selain', 'uang', 'elektronikqr', 'code', 'biar', 'bisa', 'membantu', 'perjalanan', 'warga']","['bis', 'trans', 'banyumas', 'ajibarang', 'tiket', 'murah', 'semoga', 'fasilitasi', 'uang', 'elektronikqr', 'code', 'biar', 'membantu', 'perjalanan', 'warga']",bis trans banyumas ajibarang tiket murah semoga fasilitasi uang elektronikqr code biar membantu perjalanan warga,3,positive
5,"Menyenangkan, tapi klo bisa utk waktu tunggu transit dipersingkat",Menyenangkan tapi klo bisa utk waktu tunggu transit dipersingkat,menyenangkan tapi klo bisa utk waktu tunggu transit dipersingkat,menyenangkan tapi kalo bisa untuk waktu tunggu transit dipersingkat,"['menyenangkan', 'tapi', 'kalo', 'bisa', 'untuk', 'waktu', 'tunggu', 'transit', 'dipersingkat']","['menyenangkan', 'kalo', 'tunggu', 'transit', 'dipersingkat']",menyenangkan kalo tunggu transit dipersingkat,0,neutral
4,Halte Pasar Pon adalah Halte Transit Trans Banyumas yang menghubungkan ke beberapa lokasi di Kabupaten Banyumas ... Lokasi strategis di depan underpass jenderal Sudirman Banyumas .... Dan merupakan jalur utama di Kab. Banyumas,Halte Pasar Pon adalah Halte Transit Trans Banyumas yang menghubungkan ke beberapa lokasi di Kabupaten Banyumas  Lokasi strategis di depan underpass jenderal Sudirman Banyumas  Dan merupakan jalur utama di Kab Banyumas,halte pasar pon adalah halte transit trans banyumas yang menghubungkan ke beberapa lokasi di kabupaten banyumas  lokasi strategis di depan underpass jenderal sudirman banyumas  dan merupakan jalur utama di kab banyumas,halte pasar pon adalah halte transit trans banyumas yang menghubungkan ke beberapa lokasi di kabupaten banyumas lokasi strategis di depan underpass jenderal sudirman banyumas dan merupakan jalur utama di kabupaten banyumas,"['halte', 'pasar', 'pon', 'adalah', 'halte', 'transit', 'trans', 'banyumas', 'yang', 'menghubungkan', 'ke', 'beberapa', 'lokasi', 'di', 'kabupaten', 'banyumas', 'lokasi', 'strategis', 'di', 'depan', 'underpass', 'jenderal', 'sudirman', 'banyumas', 'dan', 'merupakan', 'jalur', 'utama', 'di', 'kabupaten', 'banyumas']","['halte', 'pasar', 'pon', 'halte', 'transit', 'trans', 'banyumas', 'menghubungkan', 'lokasi', 'kabupaten', 'banyumas', 'lokasi', 'strategis', 'underpass', 'jenderal', 'sudirman', 'banyumas', 'jalur', 'utama', 'kabupaten', 'banyumas']",halte pasar pon halte transit trans banyumas menghubungkan lokasi kabupaten banyumas lokasi strategis underpass jenderal sudirman banyumas jalur utama kabupaten banyumas,-4,negative
5,Coba ditambahi pohon atau tanaman biar ga gersang atau panas banget,Coba ditambahi pohon atau tanaman biar ga gersang atau panas banget,coba ditambahi pohon atau tanaman biar ga gersang atau panas banget,coba ditambahi pohon atau tanaman biar enggak gersang atau panas  sekali,"['coba', 'ditambahi', 'pohon', 'atau', 'tanaman', 'biar', 'enggak', 'gersang', 'atau', 'panas', 'sekali']","['coba', 'ditambahi', 'pohon', 'tanaman', 'biar', 'gersang', 'panas']",coba ditambahi pohon tanaman biar gersang panas,-7,negative
4,Semakin lengkap,Semakin lengkap,semakin lengkap,semakin lengkap,"['semakin', 'lengkap']",['lengkap'],lengkap,2,positive
4,"Halte bus paling sibuk di kawasan Purwokerto karena sebagai tempat basecamp bus Trans Banyumas untuk istirahat.

Pros:
+ Lokasi strategis dan mudah dijangkau karena terletak di depan Pasar Pon yang legendaris.
+ Area halte cukup bersih dan rapi.
+ Jarak menunggu cukup singkat karena hampir tiap 5 menit, bus akan silih berganti.
+ Ada petugas yang berjaga dan siap membantu kapan pun.
+ Ada petugas parkir pasar yang bersedia dititipi kendaraan hingga maksimal jam 7 malam dengan tarif hanya Rp 5.000,-

Cons:
- Jalanan menuju dan sekitar area halte rusak parah. Padahal yang jadi pusat utama adalah pasarnya. Perlu adanya perbaikan dan penguatan jalan agar tidak gampang rusak karena dijadikan tempat persinggahan untuk bus.",Halte bus paling sibuk di kawasan Purwokerto karena sebagai tempat basecamp bus Trans Banyumas untuk istirahat  Pros  Lokasi strategis dan mudah dijangkau karena terletak di depan Pasar Pon yang legendaris  Area halte cukup bersih dan rapi  Jarak menunggu cukup singkat karena hampir tiap  menit bus akan silih berganti  Ada petugas yang berjaga dan siap membantu kapan pun  Ada petugas parkir pasar yang bersedia dititipi kendaraan hingga maksimal jam  malam dengan tarif hanya Rp   Cons  Jalanan menuju dan sekitar area halte rusak parah Padahal yang jadi pusat utama adalah pasarnya Perlu adanya perbaikan dan penguatan jalan agar tidak gampang rusak karena dijadikan tempat persinggahan untuk bus,halte bus paling sibuk di kawasan purwokerto karena sebagai tempat basecamp bus trans banyumas untuk istirahat  pros  lokasi strategis dan mudah dijangkau karena terletak di depan pasar pon yang legendaris  area halte cukup bersih dan rapi  jarak menunggu cukup singkat karena hampir tiap  menit bus akan silih berganti  ada petugas yang berjaga dan siap membantu kapan pun  ada petugas parkir pasar yang bersedia dititipi kendaraan hingga maksimal jam  malam dengan tarif hanya rp   cons  jalanan menuju dan sekitar area halte rusak parah padahal yang jadi pusat utama adalah pasarnya perlu adanya perbaikan dan penguatan jalan agar tidak gampang rusak karena dijadikan tempat persinggahan untuk bus,halte bus paling sibuk di kawasan purwokerto karena sebagai tempat basecamp bus trans banyumas untuk istirahat pros lokasi strategis dan mudah dijangkau karena terletak di depan pasar pon yang legendaris area halte cukup bersih dan rapi jarak menunggu cukup singkat karena hampir tiap menit bus akan silih berganti ada petugas yang berjaga dan siap membantu kapan pun ada petugas parkir pasar yang bersedia dititipi kendaraan hingga maksimal jam malam dengan tarif hanya rp cons jalanan menuju dan sekitar area halte rusak parah padahal yang jadi pusat utama adalah pasarnya perlu adanya perbaikan dan penguatan jalan agar tidak gampang rusak karena dijadikan tempat persinggahan untuk bus,"['halte', 'bus', 'paling', 'sibuk', 'di', 'kawasan', 'purwokerto', 'karena', 'sebagai', 'tempat', 'basecamp', 'bus', 'trans', 'banyumas', 'untuk', 'istirahat', 'pros', 'lokasi', 'strategis', 'dan', 'mudah', 'dijangkau', 'karena', 'terletak', 'di', 'depan', 'pasar', 'pon', 'yang', 'legendaris', 'area', 'halte', 'cukup', 'bersih', 'dan', 'rapi', 'jarak', 'menunggu', 'cukup', 'singkat', 'karena', 'hampir', 'tiap', 'menit', 'bus', 'akan', 'silih', 'berganti', 'ada', 'petugas', 'yang', 'berjaga', 'dan', 'siap', 'membantu', 'kapan', 'pun', 'ada', 'petugas', 'parkir', 'pasar', 'yang', 'bersedia', 'dititipi', 'kendaraan', 'hingga', 'maksimal', 'jam', 'malam', 'dengan', 'tarif', 'hanya', 'rp', 'cons', 'jalanan', 'menuju', 'dan', 'sekitar', 'area', 'halte', 'rusak', 'parah', 'padahal', 'yang', 'jadi', 'pusat', 'utama', 'adalah', 'pasarnya', 'perlu', 'adanya', 'perbaikan', 'dan', 'penguatan', 'jalan', 'agar', 'tidak', 'gampang', 'rusak', 'karena', 'dijadikan', 'tempat', 'persinggahan', 'untuk', 'bus']","['halte', 'bus', 'sibuk', 'kawasan', 'purwokerto', 'basecamp', 'bus', 'trans', 'banyumas', 'istirahat', 'pros', 'lokasi', 'strategis', 'mudah', 'dijangkau', 'terletak', 'pasar', 'pon', 'legendaris', 'area', 'halte', 'bersih', 'rapi', 'jarak', 'menunggu', 'singkat', 'menit', 'bus', 'silih', 'berganti', 'petugas', 'berjaga', 'membantu', 'petugas', 'parkir', 'pasar', 'bersedia', 'dititipi', 'kendaraan', 'maksimal', 'jam', 'malam', 'tarif', 'rp', 'cons', 'jalanan', 'area', 'halte', 'rusak', 'parah', 'pusat', 'utama', 'pasarnya', 'perbaikan', 'penguatan', 'jalan', 'tidak', 'gampang', 'rusak', 'dijadikan', 'persinggahan', 'bus']",halte bus sibuk kawasan purwokerto basecamp bus trans banyumas istirahat pros lokasi strategis mudah dijangkau terletak pasar pon legendaris area halte bersih rapi jarak menunggu singkat menit bus silih berganti petugas berjaga membantu petugas parkir pasar bersedia dititipi kendaraan maksimal jam malam tarif rp cons jalanan area halte rusak parah pusat utama pasarnya perbaikan penguatan jalan tidak gampang rusak dijadikan persinggahan bus,-12,negative
4,"Pertama kali naik bus trans Banyumas untuk berpergian dari GKI - RSUD Aji barang dengan jarak tempuh sekitar 1 jam. Fasilitas cukup nyaman untuk busnya, hanya saja fasilitas halte masih belum seluruhnya ada.",Pertama kali naik bus trans Banyumas untuk berpergian dari GKI  RSUD Aji barang dengan jarak tempuh sekitar  jam Fasilitas cukup nyaman untuk busnya hanya saja fasilitas halte masih belum seluruhnya ada,pertama kali naik bus trans banyumas untuk berpergian dari gki  rsud aji barang dengan jarak tempuh sekitar  jam fasilitas cukup nyaman untuk busnya hanya saja fasilitas halte masih belum seluruhnya ada,pertama kali naik bus trans banyumas untuk berpergian dari gki rsud aji barang dengan jarak tempuh sekitar jam fasilitas cukup nyaman untuk busnya hanya saja fasilitas halte masih belum seluruhnya ada,"['pertama', 'kali', 'naik', 'bus', 'trans', 'banyumas', 'untuk', 'berpergian', 'dari', 'gki', 'rsud', 'aji', 'barang', 'dengan', 'jarak', 'tempuh', 'sekitar', 'jam', 'fasilitas', 'cukup', 'nyaman', 'untuk', 'busnya', 'hanya', 'saja', 'fasilitas', 'halte', 'masih', 'belum', 'seluruhnya', 'ada']","['kali', 'bus', 'trans', 'banyumas', 'berpergian', 'gki', 'rsud', 'aji', 'barang', 'jarak', 'tempuh', 'jam', 'fasilitas', 'nyaman', 'busnya', 'fasilitas', 'halte']",kali bus trans banyumas berpergian gki rsud aji barang jarak tempuh jam fasilitas nyaman busnya fasilitas halte,1,positive
5,Busy bus stop thanks to its usefullness as transit for 3 bus routes.,Busy bus stop thanks to its usefullness as transit for  bus routes,busy bus stop thanks to its usefullness as transit for  bus routes,busy bus stop thanks tapi its usefullness as transit for bus routes,"['busy', 'bus', 'stop', 'thanks', 'tapi', 'its', 'usefullness', 'as', 'transit', 'for', 'bus', 'routes']","['busy', 'bus', 'stop', 'thanks', 'usefullness', 'transit', 'bus', 'routes']",busy bus stop thanks usefullness transit bus routes,3,positive
5,Bagus halte terdekat klo mau turun ke stasiun,Bagus halte terdekat klo mau turun ke stasiun,bagus halte terdekat klo mau turun ke stasiun,bagus halte terdekat kalo mau turun ke stasiun,"['bagus', 'halte', 'terdekat', 'kalo', 'mau', 'turun', 'ke', 'stasiun']","['bagus', 'halte', 'terdekat', 'kalo', 'turun', 'stasiun']",bagus halte terdekat kalo turun stasiun,1,positive
5,Nah ini nunggu antrian pas naik busway hihi,Nah ini nunggu antrian pas naik busway hihi,nah ini nunggu antrian pas naik busway hihi,nah ini menunggu antrian  ketika naik busway hihi,"['nah', 'ini', 'menunggu', 'antrian', 'ketika', 'naik', 'busway', 'hihi']","['menunggu', 'antrian', 'busway', 'hihi']",menunggu antrian busway hihi,-3,negative
5,"Halte bis trans bms, trans jateng, ada banyak angkot juga. Haltene cukup luas",Halte bis trans bms trans jateng ada banyak angkot juga Haltene cukup luas,halte bis trans bms trans jateng ada banyak angkot juga haltene cukup luas,halte bis trans bms trans jateng ada banyak angkot juga haltene cukup luas,"['halte', 'bis', 'trans', 'bms', 'trans', 'jateng', 'ada', 'banyak', 'angkot', 'juga', 'haltene', 'cukup', 'luas']","['halte', 'bis', 'trans', 'bms', 'trans', 'jateng', 'angkot', 'haltene', 'luas']",halte bis trans bms trans jateng angkot haltene luas,2,positive
4,"dekat, strategis, nyaman, teduh, banyak transportasi umum yang murah murah",dekat strategis nyaman teduh banyak transportasi umum yang murah murah,dekat strategis nyaman teduh banyak transportasi umum yang murah murah,dekat strategis nyaman teduh banyak transportasi umum yang murah murah,"['dekat', 'strategis', 'nyaman', 'teduh', 'banyak', 'transportasi', 'umum', 'yang', 'murah', 'murah']","['strategis', 'nyaman', 'teduh', 'transportasi', 'murah', 'murah']",strategis nyaman teduh transportasi murah murah,6,positive
4,Bua Trans Jateng Sangat membantu perjalanan di lintas banyumas - purbalingga.,Bua Trans Jateng Sangat membantu perjalanan di lintas banyumas  purbalingga,bua trans jateng sangat membantu perjalanan di lintas banyumas  purbalingga,bua trans jateng sangat membantu perjalanan di lintas banyumas purbalingga,"['bua', 'trans', 'jateng', 'sangat', 'membantu', 'perjalanan', 'di', 'lintas', 'banyumas', 'purbalingga']","['bua', 'trans', 'jateng', 'membantu', 'perjalanan', 'lintas', 'banyumas', 'purbalingga']",bua trans jateng membantu perjalanan lintas banyumas purbalingga,4,positive
5,"Halte yang mudah ditemukan, jarena tepat dipinggir jalan dan depan pasar pon. Melayani rute TB 1 PasarPon-Ajibarang PP, dulewati oleh TB 3 Terminal Bulupitu-Kebondalem, juga ada halte Trans Jateng Termin Bulupitu-Terminal Bukateja. Tempat Bersih dan Nyaman, terdapat ruang transit untuk Penumpang Trans Banyumas yg nyaman. Banyak petugas baik dari trans banyumas maupun trans jateng yang akan membantu. Rute trans banyumas dan trans hateng tertempel dimasing-masing halte. Pengalaman baru di phrwomerto ada trabsportasi yang nyaman. Yang belum mencoba silahkan mencoba.
🍀✨️",Halte yang mudah ditemukan jarena tepat dipinggir jalan dan depan pasar pon Melayani rute TB  PasarPonAjibarang PP dulewati oleh TB  Terminal BulupituKebondalem juga ada halte Trans Jateng Termin BulupituTerminal Bukateja Tempat Bersih dan Nyaman terdapat ruang transit untuk Penumpang Trans Banyumas yg nyaman Banyak petugas baik dari trans banyumas maupun trans jateng yang akan membantu Rute trans banyumas dan trans hateng tertempel dimasingmasing halte Pengalaman baru di phrwomerto ada trabsportasi yang nyaman Yang belum mencoba silahkan mencoba,halte yang mudah ditemukan jarena tepat dipinggir jalan dan depan pasar pon melayani rute tb  pasarponajibarang pp dulewati oleh tb  terminal bulupitukebondalem juga ada halte trans jateng termin bulupituterminal bukateja tempat bersih dan nyaman terdapat ruang transit untuk penumpang trans banyumas yg nyaman banyak petugas baik dari trans banyumas maupun trans jateng yang akan membantu rute trans banyumas dan trans hateng tertempel dimasingmasing halte pengalaman baru di phrwomerto ada trabsportasi yang nyaman yang belum mencoba silahkan mencoba,halte yang mudah ditemukan jarena tepat dipinggir jalan dan depan pasar pon melayani rute tb pasarponajibarang pp dulewati oleh tb terminal bulupitukebondalem juga ada halte trans jateng termin bulupituterminal bukateja tempat bersih dan nyaman terdapat ruang transit untuk penumpang trans banyumas yang nyaman banyak petugas baik dari trans banyumas maupun trans jateng yang akan membantu rute trans banyumas dan trans hateng tertempel dimasingmasing halte pengalaman baru di phrwomerto ada trabsportasi yang nyaman yang belum mencoba silakan mencoba,"['halte', 'yang', 'mudah', 'ditemukan', 'jarena', 'tepat', 'dipinggir', 'jalan', 'dan', 'depan', 'pasar', 'pon', 'melayani', 'rute', 'tb', 'pasarponajibarang', 'pp', 'dulewati', 'oleh', 'tb', 'terminal', 'bulupitukebondalem', 'juga', 'ada', 'halte', 'trans', 'jateng', 'termin', 'bulupituterminal', 'bukateja', 'tempat', 'bersih', 'dan', 'nyaman', 'terdapat', 'ruang', 'transit', 'untuk', 'penumpang', 'trans', 'banyumas', 'yang', 'nyaman', 'banyak', 'petugas', 'baik', 'dari', 'trans', 'banyumas', 'maupun', 'trans', 'jateng', 'yang', 'akan', 'membantu', 'rute', 'trans', 'banyumas', 'dan', 'trans', 'hateng', 'tertempel', 'dimasingmasing', 'halte', 'pengalaman', 'baru', 'di', 'phrwomerto', 'ada', 'trabsportasi', 'yang', 'nyaman', 'yang', 'belum', 'mencoba', 'silakan', 'mencoba']","['halte', 'mudah', 'ditemukan', 'jarena', 'dipinggir', 'jalan', 'pasar', 'pon', 'melayani', 'rute', 'tb', 'pasarponajibarang', 'pp', 'dulewati', 'tb', 'terminal', 'bulupitukebondalem', 'halte', 'trans', 'jateng', 'termin', 'bulupituterminal', 'bukateja', 'bersih', 'nyaman', 'ruang', 'transit', 'penumpang', 'trans', 'banyumas', 'nyaman', 'petugas', 'trans', 'banyumas', 'trans', 'jateng', 'membantu', 'rute', 'trans', 'banyumas', 'trans', 'hateng', 'tertempel', 'dimasingmasing', 'halte', 'pengalaman', 'phrwomerto', 'trabsportasi', 'nyaman', 'mencoba', 'silakan', 'mencoba']",halte mudah ditemukan jarena dipinggir jalan pasar pon melayani rute tb pasarponajibarang pp dulewati tb terminal bulupitukebondalem halte trans jateng termin bulupituterminal bukateja bersih nyaman ruang transit penumpang trans banyumas nyaman petugas trans banyumas trans jateng membantu rute trans banyumas trans hateng tertempel dimasingmasing halte pengalaman phrwomerto trabsportasi nyaman mencoba silakan mencoba,5,positive
